key,wearit_col_qnum,wearit_col_ques,wearit_col_label,filenames
"Not at all,0",Q_5023,Do you feel SYMPATHETIC?,sympathetic,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5023,Do you feel SYMPATHETIC?,sympathetic,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,0",Q_5024,Do you feel CONFUSED?,confused,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5024,Do you feel CONFUSED?,confused,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,0",Q_5025,Do you feel HOPEFUL?,hopeful,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5025,Do you feel HOPEFUL?,hopeful,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,0",Q_5026,Do you feel EXHAUSTED?,exhausted,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5026,Do you feel EXHAUSTED?,exhausted,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,0",Q_5027,Rate your level of pain right now.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5027,Rate your level of pain right now.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Yes,1",Q_5028,Are you experiencing a stressful situation or problem now?,stressful_now,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No,2",Q_5028,Are you experiencing a stressful situation or problem now?,stressful_now,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,1",Q_5029,How much of an impact did the stress have?,stressful_now_impact,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5029,How much of an impact did the stress have?,stressful_now_impact,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5030,"In the next few questions, please think about your thoughts in the 5 minutes prior to starting this survey.",deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Unpleasant,1",Q_5031,Please rate the thoughts you experienced in the 5 minutes prior to the start of this survey in terms of your overall valence?,overall_mood,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Pleasant,10",Q_5031,Please rate the thoughts you experienced in the 5 minutes prior to the start of this survey in terms of your overall valence?,overall_mood,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,1",Q_5032,"During the 5 minutes prior to the start this survey, were you thinking about personal problems or worries?",personal_worries,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5032,"During the 5 minutes prior to the start this survey, were you thinking about personal problems or worries?",personal_worries,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,1",Q_5033,"During the 5 minutes prior to the start of this survey, were you experiencing a train of thought that you couldn't get out of your head?",train_of_thought,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5033,"During the 5 minutes prior to the start of this survey, were you experiencing a train of thought that you couldn't get out of your head?",train_of_thought,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,1",Q_5034,"During the 5 minutes prior to the start of this survey, were you preoccupied with thoughts of something about to happen or that might happen in the future?",preoccupied,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5034,"During the 5 minutes prior to the start of this survey, were you preoccupied with thoughts of something about to happen or that might happen in the future?",preoccupied,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5035,Thank you for completing the survey!<br><br>Now it's time to play some brain games!,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5036,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5036,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5036,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5036,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5037,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5037,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5037,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5037,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5037,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5037,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5038,Thank you for completing the brain games and survey questions! Tap the arrow button to continue.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5039,Thank you for taking the time to complete the brain games!<br><br>Tap the arrow button below to exit.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,0",Q_5144,"Overall, were you distracted while completing the brain games?",deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5144,"Overall, were you distracted while completing the brain games?",deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Not at all,0",Q_5159,Do you feel ANXIOUS?,anxious,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extremely,10",Q_5159,Do you feel ANXIOUS?,anxious,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5160,Thank you for completing the brain games!<br><br>Tap the arrow button below to exit.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5161,Thank you for taking the time to complete the survey and brain games!<br><br>Tap the arrow button below to close and exit.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No pain,0",Q_5263,Rate your level of pain right now.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extreme pain,10",Q_5263,Rate your level of pain right now.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5299,Please tell us how you are feeling at <u>THE PRESENT MOMENT</u>. Use the sliding bars to describe how you feel regarding each common emotion.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5308,"You should only be seeing this on Sunday, Monday, or Tuesday",deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5449,<b>Please remember to complete your food records for today.</b> It is best to enter foods and beverages as soon as you consume them.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5450,"To start data entry, tap the round fork and spoon icon on the study home screen. Make sure to include the time eaten, meal type, place prepared, food description, and amount. The completeness of your dietary information is very important to us. Thank you!",deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No pain,0",Q_5470,Rate your level of pain right now.,pain_level_now,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"Extreme pain,10",Q_5470,Rate your level of pain right now.,pain_level_now,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
"No Response,-1",Q_5474,Tap the arrow to move on to the next brain game.,deprecated,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
NA,Participant ID,Participant ID,Participant ID,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
NA,Survey Date Completed,Survey Date Completed,Survey Date Completed,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
NA,Survey Date Submitted,Survey Date Submitted,Survey Date Submitted,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
NA,External ID,NA,NA,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
NA,Alert Times,NA,NA,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
NA,Model,NA,NA,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
NA,OS,NA,NA,"Notified_Survey_1,Notified_Survey_2,Notified_Survey_3"
